Series Name,Series Code,Country Name,Country Code,2023 [YR2023]
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kosovo,XKX,7.834
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kuwait,KWT,1.576
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kyrgyz Republic,KGZ,28.324
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lao PDR,LAO,81.654
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Latvia,LVA,7.565
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lebanon,LBN,20.831
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lesotho,LSO,70.642
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Liberia,LBR,126.012
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Libya,LBY,5.923
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Liechtenstein,LIE,1.718
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lithuania,LTU,5.854
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Luxembourg,LUX,4.023
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Macao SAR, China",MAC,0.465
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,North Macedonia,MKD,12.963
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Madagascar,MDG,129.802
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malawi,MWI,113.577
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malaysia,MYS,5.962
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Maldives,MDV,5.425
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mali,MLI,138.564
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malta,MLT,10.398
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Marshall Islands,MHL,71.839
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mauritania,MRT,88.903
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mauritius,MUS,19.768
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mexico,MEX,60.099
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Micronesia, Fed. Sts.",FSM,43.719
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Moldova,MDA,23.04
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Monaco,MCO,9.69
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mongolia,MNG,19.739
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Montenegro,MNE,9.375
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Morocco,MAR,25.103
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mozambique,MOZ,153.45
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Myanmar,MMR,33.506
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Namibia,NAM,66.034
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nauru,NRU,76.239
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nepal,NPL,67.169
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Netherlands,NLD,1.858
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Caledonia,NCL,12.156
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Zealand,NZL,10.879
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nicaragua,NIC,93.452
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Niger,NER,145.324
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nigeria,NGA,86.432
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Northern Mariana Islands,MNP,26.151
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Norway,NOR,1.405
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Oman,OMN,5.986
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Pakistan,PAK,41.095
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Palau,PLW,29.927
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Panama,PAN,57.342
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Papua New Guinea,PNG,54.069
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Paraguay,PRY,70.332
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Peru,PER,43.562
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Philippines,PHL,31.887
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Poland,POL,6.191
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Portugal,PRT,6.985
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Puerto Rico (US),PRI,14.076
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Qatar,QAT,5.693
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Romania,ROU,33.75
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Russian Federation,RUS,12.974
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Rwanda,RWA,30.779
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Samoa,WSM,43.538
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,San Marino,SMR,1.158
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sao Tome and Principe,STP,86.195
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Saudi Arabia,SAU,11.114
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Senegal,SEN,60.242
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Serbia,SRB,13.669
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Seychelles,SYC,54.516
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sierra Leone,SLE,93.592
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Singapore,SGP,2.16
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sint Maarten (Dutch part),SXM,17.156
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Slovak Republic,SVK,24.59
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Slovenia,SVN,3.496
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Solomon Islands,SLB,50.372
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Somalia, Fed. Rep.",SOM,117.1
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,South Africa,ZAF,51.56
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,South Sudan,SSD,97.132
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Spain,ESP,4.809
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sri Lanka,LKA,15.091
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Kitts and Nevis,KNA,35.183
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Lucia,LCA,27.829
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Martin (French part),MAF,14.29
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Vincent and the Grenadines,VCT,42.3
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sudan,SDN,66.071
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Suriname,SUR,48.032
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Eswatini,SWZ,68.726
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sweden,SWE,1.792
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Switzerland,CHE,1.483
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Syrian Arab Republic,SYR,38.91
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tajikistan,TJK,40.437
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tanzania,TZA,113.209
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Thailand,THA,26.145
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Timor-Leste,TLS,27.406
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Togo,TGO,77.05
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tonga,TON,24.841
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Trinidad and Tobago,TTO,35.994
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tunisia,TUN,4.315
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turkiye,TUR,12.055
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turkmenistan,TKM,21.227
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turks and Caicos Islands,TCA,16.189
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tuvalu,TUV,27.507
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Uganda,UGA,106.954
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ukraine,UKR,11.377
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,United Arab Emirates,ARE,3.103
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,United Kingdom,GBR,8.359
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,United States,USA,13.145
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Uruguay,URY,26.188
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Uzbekistan,UZB,34.081
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Vanuatu,VUT,66.219
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Venezuela, RB",VEN,73.295
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Viet Nam,VNM,34.277
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Virgin Islands (U.S.),VIR,31.777
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,West Bank and Gaza,PSE,36.043
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Yemen, Rep.",YEM,75.328
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Zambia,ZMB,115.907
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Zimbabwe,ZWE,98.057
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Afghanistan,AFG,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Albania,ALB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Algeria,DZA,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,American Samoa,ASM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Andorra,AND,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Angola,AGO,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Antigua and Barbuda,ATG,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Argentina,ARG,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Armenia,ARM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Aruba,ABW,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Australia,AUS,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Austria,AUT,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Azerbaijan,AZE,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Bahamas, The",BHS,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Bahrain,BHR,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Bangladesh,BGD,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Barbados,BRB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Belarus,BLR,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Belgium,BEL,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Belize,BLZ,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Benin,BEN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Bermuda,BMU,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Bhutan,BTN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Bolivia,BOL,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Bosnia and Herzegovina,BIH,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Botswana,BWA,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Brazil,BRA,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,British Virgin Islands,VGB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Brunei Darussalam,BRN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Bulgaria,BGR,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Burkina Faso,BFA,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Burundi,BDI,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Cabo Verde,CPV,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Cambodia,KHM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Cameroon,CMR,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Canada,CAN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Cayman Islands,CYM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Central African Republic,CAF,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Chad,TCD,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Channel Islands,CHI,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Chile,CHL,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,China,CHN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Colombia,COL,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Comoros,COM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Congo, Dem. Rep.",COD,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Congo, Rep.",COG,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Costa Rica,CRI,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Cote d'Ivoire,CIV,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Croatia,HRV,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Cuba,CUB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Curacao,CUW,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Cyprus,CYP,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Czechia,CZE,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Denmark,DNK,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Djibouti,DJI,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Dominica,DMA,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Dominican Republic,DOM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Ecuador,ECU,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Egypt, Arab Rep.",EGY,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,El Salvador,SLV,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Equatorial Guinea,GNQ,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Eritrea,ERI,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Estonia,EST,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Ethiopia,ETH,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Faroe Islands,FRO,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Fiji,FJI,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Finland,FIN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,France,FRA,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,French Polynesia,PYF,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Gabon,GAB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Gambia, The",GMB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Georgia,GEO,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Germany,DEU,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Ghana,GHA,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Gibraltar,GIB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Greece,GRC,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Greenland,GRL,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Grenada,GRD,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guam,GUM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guatemala,GTM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guinea,GIN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guinea-Bissau,GNB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guyana,GUY,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Haiti,HTI,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Honduras,HND,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Hong Kong SAR, China",HKG,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Hungary,HUN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Iceland,ISL,..
